"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"84","Dumbbell Skullcrusher","isolation","triceps","posterior upper","['forearms']","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell', 'bench']","Skullcrusher performed with dumbbells","['Hold the dumbbells and lay down on a flat bench in such a way that around 1/4 of your head is over the edge.', ""Stretch your arms with the weights and bend them so that the dumbbells are lowered (make sure they don't touch each other)."", 'Just before they touch your forehead, push them up.', 'Pay attention to your elbows and arms: only the triceps are doing the work, the rest of the arms should not move']","skullcrusher","","Bodybuilding","[]","0.4","0.6","0.4","24"
"85","Barbell Glute Bridge","hinge","glutes","posterior lower","['calves', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Begin seated on the ground with a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise. Roll the bar so that it is directly above your hips, and lay down flat on the floor.', 'Begin the movement by driving through with your heels, extending your hips vertically through the bar. Your weight should be supported by your upper back and the heels of your feet.', 'Extend as far as possible, then reverse the motion to return to the starting position.']","glute_bridge","","All","[]","0.4","0.6","0.4","24"
"86","Barbell Shrug","isolation","upper_back","posterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Stand up straight with your feet at shoulder width as you hold a barbell with both hands in front of you using a pronated grip (palms facing the thighs). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for a better grip. This will be your starting position.', 'Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps.', 'Slowly return to the starting position as you breathe in.', 'Repeat for the recommended amount of repetitions.']","shrug","","Bodybuilding","[]","0.4","0.6","0.4","24"
"386","Foot Handstand Walk","vertical_push","chest","upper body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"87","Barbell Step Ups","lunge","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings', 'quadriceps']","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Stand up straight while holding a barbell placed on the back of your shoulders (slightly below the neck) and stand upright behind an elevated platform (such as the one used for spotting behind a flat bench). This is your starting position.', 'Place the right foot on the elevated platform. Step on the platform by extending the hip and the knee of your right leg. Use the heel mainly to lift the rest of your body up and place the foot of the left leg on the platform as well. Breathe out as you execute the force required to come up.', 'Step down with the left leg by flexing the hip and knee of the right leg as you inhale. Return to the original standing position by placing the right foot of to next to the left foot on the initial position.', 'Repeat with the right leg for the recommended amount of repetitions and then perform with the left leg.']","step_ups","","All","[]","0.4","0.6","0.4","24"
"88","Battling Ropes","isolation","full_body","full body","['chest', 'forearms']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['For this exercise you will need a heavy rope anchored at its center 15-20 feet away. Standing in front of the rope, take an end in each hand with your arms extended at your side. This will be your starting position.', 'Initiate the movement by rapidly raising one arm to shoulder level as quickly as you can.', 'As you let that arm drop to the starting position, raise the opposite side.', 'Continue alternating your left and right arms, whipping the ropes up and down as fast as you can.']","battling_ropes","","Bodybuilding","[]","0.4","0.6","0.4","24"
"89","Bear Crawl Sled Drags","lunge","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strongman', 'powerlifting']","['other']","","['Wearing either a harness or a loose weight belt, attach the chain to the back so that you will be facing away from the sled. Bend down so that your hands are on the ground. Your back should be flat and knees bent. This is your starting position.', 'Begin by driving with legs, alternating left and right. Use your hands to maintain balance and to help pull. Try to keep your back flat as you move over a given distance.']","bear_crawl_drags","","All","[]","0.4","0.6","0.4","24"
"90","Bent-Arm Barbell Pullover","isolation","lats","posterior upper","['chest', 'lats', 'full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Lie on a flat bench with a barbell using a shoulder grip width.', 'Hold the bar straight over your chest with a bend in your arms. This will be your starting position.', 'While keeping your arms in the bent arm position, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest.', 'At that point, bring the barbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement.', 'Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.']","bent_arm_pullover","","Bodybuilding","[]","0.4","0.6","0.4","24"
"91","Bent-Arm Dumbbell Pullover","isolation","chest","anterior upper","['lats', 'full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Place a dumbbell standing up on a flat bench.', 'Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well.', 'Grasp the dumbbell with both hands and hold it straight over your chest with a bend in your arms. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position. Caution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face.', 'While keeping your arms locked in the bent arm position, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest.', 'At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement.', 'Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.']","bent_arm_pullover","","Bodybuilding","[]","0.4","0.6","0.4","24"
"387","Jumping Lunges","conditioning","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"92","Bent Over Dumbbell Rear Delt Raise With Head On Bench","horizontal_push","full_body","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Stand up straight while holding a dumbbell in each hand and with an incline bench in front of you.', 'While keeping your back straight and maintaining the natural arch of your back, lean forward until your forehead touches the bench in front of you. Let the arms hang in front of you perpendicular to the ground. The palms of your hands should be facing each other and your torso should be parallel to the floor. This will be your starting position.', 'Keeping your torso forward and stationary, and the arms straight with a slight bend at the elbows, lift the dumbbells straight to the side until both arms are parallel to the floor. Exhale as you lift the weights. Caution: avoid swinging the torso or bringing the arms back as opposed to the side.', 'After a one second contraction at the top, slowly lower the dumbbells back to the starting position.', 'Repeat the recommended amount of repetitions.']","bent_over_rear_delt_raise_with_head_on_bench","","All","[]","0.4","0.6","0.4","24"
"93","Bicycling","cardio","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","low","intermediate","False","False","False","time","['cardio']","['other']","","['To begin, seat yourself on the bike and adjust the seat to your height.']","bicycling","","All","[]","0.19999999999999998","0.5","0.4","12"
"94","Bicycling, Stationary","cardio","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","low","intermediate","False","False","False","time","['cardio']","['machine']","","['To begin, seat yourself on the bike and adjust the seat to your height.', 'Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.']","bicycling_stationary","","All","[]","0.19999999999999998","0.5","0.4","12"
